Content ID,User ID,Type,Datetime,Content Type,Category,Sentiment,Score
a2e93b29-9259-4092-a4d7-62d5e823bb74,79acce4b-b991-4a68-b762-d496686a4f32,disgust,2021-06-09 09:41:37,video,public speaking,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,disgust,2020-12-26 06:13:28,video,public speaking,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,92b87fa5-f271-43e0-af66-84fac21052e6,disgust,2021-06-15 17:31:50,video,public speaking,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,95258c36-5b6b-4591-85ee-0c43f503c1d5,disgust,2020-11-21 03:14:44,video,food,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,f50ac030-3af8-4e07-aacf-dccff353b8f6,disgust,2021-01-01 11:23:50,video,food,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,b1ceae0c-016d-421f-a6f0-488a7857f9f6,disgust,2021-04-10 09:41:43,video,tennis,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,1879b698-1639-438e-a07e-ddd735f8d57c,disgust,2020-12-14 12:53:01,video,tennis,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,56b8948a-68bd-425f-b842-eabe6bcfacca,disgust,2020-10-06 10:20:38,video,tennis,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,9bb5d084-0b28-4352-8591-5b5a4efecdf0,disgust,2020-08-27 15:08:16,video,tennis,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,2020-12-12 23:02:32,GIF,soccer,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,9e9c6089-692f-406c-afee-50f62c127e9d,disgust,2021-03-30 23:01:37,GIF,soccer,negative,0
f98dde71-ce1d-4f6c-bb05-ae05779d2207,bbef3be1-172e-44bb-be3b-013140707ecf,disgust,2020-10-22 03:40:50,GIF,soccer,negative,0
388bd9db-9d10-4f47-87c4-6db46e83bc95,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,2021-03-31 00:16:59,video,education,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,acd90ee9-84cd-465e-88e3-f128dd0cc1da,disgust,2020-12-07 00:39:27,photo,studying,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,disgust,2020-07-06 19:29:39,photo,studying,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,58fc0c8b-f669-4ee3-9a92-6d4290d85277,disgust,2020-09-11 20:55:52,photo,travel,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,e57c1d53-11ce-4df6-bb4b-85647776fd6d,disgust,2020-07-26 11:28:58,photo,travel,negative,0
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,2021-05-11 03:04:50,audio,dogs,negative,0
34a3747a-0b77-42f6-ae19-87c38b94b674,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,disgust,2021-04-28 07:00:56,GIF,science,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,324e384a-9963-4d17-94aa-21859ea85062,disgust,2020-07-21 09:23:56,GIF,veganism,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,953cb190-5704-4926-adc2-057c6f3e3cb4,disgust,2020-06-21 14:10:42,GIF,veganism,negative,0
f4e3840e-bb71-40c2-afc5-9408d842646d,d74e1b39-7b34-4bcb-a24d-e215097187f5,disgust,2021-03-08 02:51:24,photo,healthy eating,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,disgust,2020-12-22 19:44:47,video,dogs,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,disgust,2020-07-08 10:18:43,video,dogs,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2020-10-22 15:01:57,video,dogs,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2021-01-17 23:43:53,video,cooking,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,2020-06-23 11:28:25,video,cooking,negative,0
eec5e521-4c28-4e8a-93a9-d544803fad7e,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,disgust,2020-10-10 23:55:45,audio,food,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,0c347562-ce55-450b-91ab-0707662b36f5,disgust,2020-08-01 08:00:05,photo,technology,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,disgust,2020-06-30 23:11:07,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,ce9b41f4-625e-4868-83d1-6b53767a8af5,disgust,2021-05-21 14:58:32,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,2020-10-01 07:34:15,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,bfe23c39-f814-4282-b0f7-506cd8295b8a,disgust,2020-07-07 12:17:02,GIF,healthy eating,negative,0
4fa14453-7b29-4302-b51f-9aa23b472c1b,ffdb3615-516c-422f-aa24-a137e3027d3a,disgust,2020-09-08 15:30:59,audio,animals,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,1545ddaf-2b75-4143-82fe-b88966aee4fb,disgust,2020-11-12 19:22:27,photo,fitness,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,2020-09-21 08:22:31,photo,fitness,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,disgust,2021-01-27 15:57:15,photo,fitness,negative,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,9a84c667-c913-47ce-be69-0f847dbfe0db,disgust,2020-12-06 06:14:00,photo,veganism,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,168e6d97-0b9c-45d0-ba57-cabc8c60d428,disgust,2020-06-26 16:08:58,video,dogs,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,2021-05-18 09:59:31,video,dogs,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,72d2587e-8fae-4626-a73d-352e6465ba0f,disgust,2021-02-22 18:10:29,video,dogs,negative,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,2021-02-07 18:56:09,GIF,studying,negative,0
14ed7f7b-2c96-4458-8a39-606c25c14180,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,disgust,2021-02-24 03:44:05,video,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,disgust,2020-11-24 19:10:07,GIF,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,2021-01-22 16:02:50,GIF,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,07061727-dc05-4411-ab78-79f95b1869a9,disgust,2021-03-28 13:07:56,GIF,tennis,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,3956593b-7739-426a-b7a5-e841c95a5df9,disgust,2020-09-03 10:59:45,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,ded166ee-173b-4a56-bc6d-464c35709670,disgust,2020-11-10 07:27:45,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,2021-01-25 00:52:11,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,40f15350-9ac3-4b6c-83c3-51cc7945dd01,disgust,2020-06-26 18:09:24,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,a6133f47-5586-434e-8be1-1e7122db1c0e,disgust,2021-01-20 19:32:40,GIF,travel,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,600118fa-e6f4-4d74-aeb6-936abbbf38a1,disgust,2020-10-24 10:08:27,video,science,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,disgust,2020-08-07 09:07:19,video,science,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,a81df767-7da1-4844-b63c-fee4c9c7895d,disgust,2021-01-16 05:51:58,video,science,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,2020-09-21 09:10:22,video,technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,disgust,2021-02-04 07:27:14,video,technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,2021-05-26 13:22:56,video,technology,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2020-12-20 01:10:46,video,science,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,98511140-45c4-4faa-9962-fea5ad618ea3,disgust,2021-06-03 02:16:45,video,science,negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,877ce8ba-564f-4b86-9cdc-94a93d9a7997,disgust,2020-09-10 10:21:40,GIF,food,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,2020-07-15 19:23:08,video,culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,192a526b-4952-4bda-b659-4661dab12716,disgust,2021-02-12 16:04:02,video,culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,disgust,2020-06-25 05:15:12,video,culture,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,disgust,2021-05-17 13:47:25,GIF,soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,disgust,2021-04-29 18:04:17,GIF,soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,disgust,2020-12-15 03:05:33,GIF,soccer,negative,0
026973ef-4b73-4901-9160-bc9e04516057,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,2020-12-27 23:36:09,audio,culture,negative,0
026973ef-4b73-4901-9160-bc9e04516057,05d7e77f-a18a-4358-a23a-46c560b3682e,disgust,2020-10-20 13:31:02,audio,culture,negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,disgust,2021-03-25 19:36:23,audio,education,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,b09e3125-2162-443b-bea0-25895b7605bc,disgust,2020-11-26 14:04:36,photo,education,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,2020-12-03 11:30:02,photo,studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,a6668254-c779-424c-8c8b-1762bf45916e,disgust,2021-04-13 07:30:34,photo,studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,48e834aa-fd4a-4206-93e8-ac8fdac613bc,disgust,2020-06-24 06:45:10,photo,studying,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,1f7e22c8-558a-4b6f-a04f-b219593f029e,disgust,2021-01-24 20:52:36,audio,science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,d3aa94aa-3e81-49e4-915a-d269e4f42f29,disgust,2020-11-25 19:43:36,audio,science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,38cceae3-14e0-49bb-8087-f6f210a2053a,disgust,2021-01-26 15:54:27,audio,science,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,2020-12-26 09:23:28,video,science,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,2021-04-02 21:00:06,video,science,negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,2021-01-16 07:00:51,GIF,travel,negative,0
841403fd-321b-4118-90b3-cc0075d64047,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,2020-09-27 06:26:14,GIF,studying,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2020-12-29 08:39:57,photo,science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,disgust,2021-04-27 00:46:44,photo,science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cbc99939-e6a6-4269-9819-bffce6f38751,disgust,2020-11-20 10:39:52,photo,science,negative,0
0491183b-be25-4108-b667-8c30d3cdbf50,8abcf667-7be3-439f-97bb-3375a3de366c,disgust,2020-07-11 18:45:12,audio,veganism,negative,0
359b93ea-446f-4202-8801-db238de5de4d,317c70d5-fe65-4663-afb1-150108e0e55c,disgust,2021-02-26 19:38:28,photo,food,negative,0
86346263-02db-4020-a216-9e54f502f643,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,disgust,2020-09-19 14:51:08,GIF,travel,negative,0
86346263-02db-4020-a216-9e54f502f643,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,2020-11-04 05:30:31,GIF,travel,negative,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,disgust,2020-09-28 14:41:07,photo,studying,negative,0
9d94f180-947c-40f5-aa05-f1958759b7fc,330ded4b-db65-485a-80a4-6b3bffd33067,disgust,2021-03-13 14:46:31,video,science,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,2546684f-0387-4c46-b19b-9a5ddb2ef221,disgust,2021-05-06 04:52:47,photo,culture,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,disgust,2021-03-18 15:44:36,photo,culture,negative,0
fada6910-2cc5-4600-808c-1e6066f795a6,8f3d5674-544d-4f70-b4c1-7b9d93371855,disgust,2020-08-26 19:01:45,GIF,technology,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,disgust,2021-02-27 07:03:18,photo,culture,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,2020-06-27 14:11:54,photo,culture,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,3954373b-2411-4d3a-98ba-03bafc1a1a6d,disgust,2020-07-07 20:10:39,GIF,science,negative,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,da97952a-2eba-46c4-a19e-3df3c40a1524,disgust,2021-04-15 19:16:38,GIF,veganism,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,disgust,2021-01-03 06:27:03,video,healthy eating,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,disgust,2021-04-20 15:01:31,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,db392b86-6ba5-4a9b-933a-a2553488bb62,disgust,2020-11-24 08:08:35,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,79acce4b-b991-4a68-b762-d496686a4f32,disgust,2020-12-21 19:33:48,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,c43c2351-9591-4122-acdd-b521723d7292,disgust,2021-05-04 17:40:53,video,healthy eating,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,76a034b7-e163-4735-a15b-b0ff645ca627,disgust,2020-11-11 23:23:00,photo,dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2021-02-15 11:09:58,photo,dogs,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,ba55c3a8-5ab2-486a-8c90-b972117453bb,disgust,2021-04-12 10:58:45,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,8f41c07f-db4f-44f3-ae81-1f99cee047eb,disgust,2021-01-01 15:36:54,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,disgust,2020-12-13 17:23:33,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,1932a904-86ba-4438-bb52-b7e6516a4019,disgust,2020-11-13 10:06:14,photo,travel,negative,0
ef99fd68-74fb-4c72-bc70-742ebca14499,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,2021-05-25 23:39:00,video,soccer,negative,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,b9480379-4b96-412c-8dca-96fff9ae81a3,disgust,2021-05-25 07:18:29,audio,culture,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,disgust,2020-10-23 11:36:46,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,c64c5004-6ab5-4faa-9fcd-8039fe57799d,disgust,2021-04-03 22:31:54,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,6178d76a-af2e-4453-93ee-02ca23ed3fdc,disgust,2020-12-23 13:18:04,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,aa71ef91-252d-4c99-92ad-cf617f09fced,disgust,2021-04-16 10:24:32,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,f0ef81ec-85b1-4475-ae60-aa7d373088aa,disgust,2020-07-08 21:07:05,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,0828c4e1-63ec-4121-aa07-eefd37954bb9,disgust,2020-11-13 15:40:16,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,a8d09ab9-44c6-493c-afdf-93888822a4b0,disgust,2020-09-14 10:32:35,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,427fa55b-7f49-4981-bcd7-59fee8efb512,disgust,2020-10-14 23:46:19,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,71519e2e-6e97-4b73-a346-cc3a91cb4661,disgust,2020-11-01 08:01:26,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,69fcad9e-45a9-4189-b7e1-96b26c57c542,disgust,2021-05-20 00:01:57,GIF,cooking,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,f25dc445-de4a-47ee-92a4-0ff29c56656d,disgust,2020-07-06 14:07:34,audio,technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,6fd58dea-315a-4ab2-8023-424a6ff455cd,disgust,2020-09-06 13:50:31,audio,technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,disgust,2020-10-15 04:56:29,audio,technology,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,052faed2-37ac-4a2c-ba6f-2657322e4fa5,disgust,2021-01-20 20:27:02,video,education,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,1ff398e4-6b68-451d-9b00-2d2a565ba22a,disgust,2021-04-14 03:34:59,video,education,negative,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,2021-01-23 20:42:09,audio,studying,negative,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,19fa2bc2-96ab-45b6-99de-1995c2bee330,disgust,2020-07-06 15:48:58,video,studying,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,1add9169-fda0-4da2-82a0-4de3bf7ed8ca,disgust,2020-09-24 20:48:52,video,public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,6178d76a-af2e-4453-93ee-02ca23ed3fdc,disgust,2020-09-01 08:27:47,video,public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,8f41c07f-db4f-44f3-ae81-1f99cee047eb,disgust,2021-02-02 11:04:40,video,public speaking,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,da97952a-2eba-46c4-a19e-3df3c40a1524,disgust,2021-05-06 16:55:56,audio,technology,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,2021-05-24 09:55:46,video,public speaking,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,disgust,2021-04-29 20:20:44,video,public speaking,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,disgust,2020-12-25 06:35:14,photo,food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,2020-12-12 11:40:51,photo,food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,20d507a0-fdba-4c04-a30c-bd18273accdc,disgust,2020-07-15 12:39:27,photo,food,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,bfe23c39-f814-4282-b0f7-506cd8295b8a,disgust,2020-09-03 08:25:23,GIF,public speaking,negative,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,2021-04-05 05:18:13,photo,education,negative,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,cad2d54d-9555-4dfe-bfcd-7a584895a002,disgust,2020-08-21 17:43:38,GIF,soccer,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,disgust,2020-11-04 01:35:06,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,disgust,2021-05-23 19:58:37,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,4baf648a-0ad5-412d-8250-5a0ff9289fbf,disgust,2020-06-20 11:04:25,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,4baf648a-0ad5-412d-8250-5a0ff9289fbf,disgust,2020-07-20 16:21:17,photo,travel,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,d3aa94aa-3e81-49e4-915a-d269e4f42f29,disgust,2021-01-24 03:47:10,photo,public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,93dd80c0-4ff2-42ed-9949-1621b0a68c63,disgust,2021-03-12 04:13:07,photo,public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,596342af-6379-4551-8379-f4b805f9d576,disgust,2020-11-26 18:34:59,photo,public speaking,negative,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,a81378a5-58de-4631-b2b1-3eca765f68c6,disgust,2020-10-15 10:31:03,GIF,soccer,negative,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,d9aab962-e964-4afd-83ee-abda0865da67,disgust,2021-05-06 03:02:17,audio,travel,negative,0
